"Date","Price","Open","High","Low","Vol.","Change %"
"11/13/2014","85.71","85.95","86.27","84.88","9.77K","-0.02%"
"11/12/2014","85.73","85.99","86.08","85.26","9.28K","-0.01%"
"11/11/2014","85.74","85.63","85.86","85.19","6.05K","0.25%"
"11/10/2014","85.53","86.16","86.32","85.16","11.05K","0.01%"
"11/07/2014","85.52","84.95","85.52","84.61","10.02K","1.11%"
"11/06/2014","84.58","85.46","85.52","83.94","9.33K","-0.60%"
"11/05/2014","85.09","86.29","86.44","84.88","12.11K","-1.54%"
"11/04/2014","86.42","87.86","88.06","85.79","21.73K","-0.89%"
"11/03/2014","87.20","86.34","87.56","86.34","11.75K","0.94%"
"10/31/2014","86.39","87.27","87.66","86.34","16.05K","-0.96%"
"10/30/2014","87.23","87.22","87.36","86.24","13.54K","0.08%"
"10/29/2014","87.16","87.84","88.02","86.78","13.00K","-0.37%"
"10/28/2014","87.48","87.48","87.56","86.79","11.61K","0.15%"
"10/27/2014","87.35","87.51","87.63","86.94","21.15K","-0.21%"
"10/24/2014","87.53","87.79","88.04","86.82","16.59K","-0.07%"
"10/23/2014","87.59","87.08","88.29","87.06","18.91K","0.70%"
"10/22/2014","86.98","87.51","87.74","86.78","14.94K","0.33%"
"10/21/2014","86.69","87.06","87.33","85.94","12.35K","-0.48%"
"10/20/2014","87.11","86.99","87.34","86.23","12.85K","1.08%"
"10/17/2014","86.18","87.73","87.89","85.54","16.01K","-1.46%"
"10/16/2014","87.46","87.10","88.03","85.84","13.74K","-0.25%"
"10/15/2014","87.68","87.38","87.69","86.85","13.90K","0.83%"
"10/14/2014","86.96","85.05","87.13","85.05","13.89K","1.96%"
"10/13/2014","85.29","87.15","87.15","84.07","11.89K","-2.58%"
"10/10/2014","87.55","88.01","88.24","87.28","12.21K","-1.03%"
